speaker,path
Others,data\Others\Others_1763903121_bfcd1dd0.wav
Others,data\Others\Others_1763903126_18dc2e68.wav
Others,data\Others\Others_1763903131_92951340.wav
Others,data\Others\Others_1763903135_5119f51d.wav
Others,data\Others\Others_1763903140_e4d43050.wav
Others,data\Others\Others_1763903145_406fb028.wav
Others,data\Others\Others_1763903149_7139fac0.wav
Others,data\Others\Others_1763903154_3ed782e6.wav
Others,data\Others\Others_1763903359_41fffd5a.wav
Others,data\Others\Others_1763903364_ba6fba0e.wav
Others,data\Others\Others_1763903369_01429b36.wav
Others,data\Others\Others_1763903373_861ab06e.wav
Others,data\Others\Others_1763903378_726359fb.wav
Others,data\Others\Others_1763903383_64be2168.wav
Others,data\Others\Others_1763903388_0c90b4a1.wav
Others,data\Others\Others_1763903392_759a8053.wav
Others,data\Others\Others_1763903397_1a642589.wav
Others,data\Others\Others_1763903402_655d993d.wav
Others,data\Others\Others_1763903986_ef5a3ece.wav
Others,data\Others\Others_1763903991_ca461406.wav
Others,data\Others\Others_1763903996_f4c0f583.wav
Others,data\Others\Others_1763904001_040e2786.wav
Others,data\Others\Others_1763904006_aabd29ac.wav
Others,data\Others\Others_1763904010_2abc5288.wav
Others,data\Others\Others_1763904015_0179141f.wav
Others,data\Others\Others_1763904020_5d13dc57.wav
Others,data\Others\Others_1763904025_3bd03465.wav
Others,data\Others\Others_1763904029_8d7d840a.wav
Others,data\Others\Others_1763904163_f89296d8.wav
Others,data\Others\Others_1763904168_89ca533a.wav
Others,data\Others\Others_1763904172_483d0fb3.wav
Others,data\Others\Others_1763904177_9ccc4b22.wav
Others,data\Others\Others_1763904182_dcfad1e0.wav
Others,data\Others\Others_1763904187_702b239a.wav
Others,data\Others\Others_1763904191_48ef1539.wav
Others,data\Others\Others_1763904196_6690df74.wav
Others,data\Others\Others_1763904201_2df6e8aa.wav
Others,data\Others\Others_1763904206_6d3b4e56.wav
Others,data\Others\Others_1763904406_e110b252.wav
Others,data\Others\Others_1763904411_36ed48ad.wav
Others,data\Others\Others_1763904416_1cb540fd.wav
Others,data\Others\Others_1763904420_05f709e4.wav
Others,data\Others\Others_1763904425_ac787c49.wav
Others,data\Others\Others_1763904430_b6aeecb9.wav
Others,data\Others\Others_1763904435_08b189d2.wav
Others,data\Others\Others_1763904439_72615b45.wav
Others,data\Others\Others_1763904444_53c5ed3c.wav
Others,data\Others\Others_1763904449_b7f2220b.wav
